rank,image_path,state,predicted_text,predicted_length,confidence,verified_text,notes
2805,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/005.jpg,FLORIDA,LSG3838,7,0.475,,
2806,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/070.jpg,INDIANA,I9B9J4A,7,0.5257,,
2807,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/117.jpg,IOWA,DRK2460,7,0.5119,,
2808,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/015.jpg,KENTUCKY,95OEP11,7,0.4363,,
2809,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/073.jpg,LOUISIANA,FI67305,7,0.5376,,
2810,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/034.jpg,MAINE,SIO9377,7,0.4354,,
2811,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/048.jpg,MASSACHUSETTS,BIO8933,7,0.431,,
2812,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/002.jpg,MINNESOTA,BO37HEK,7,0.5067,,
2813,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/081.jpg,MISSOURI,DD3813A,7,0.5056,,
2814,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/079.jpg,NEBRASKA,5GC0873,7,0.5422,,
2815,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/016.jpg,NEVADA,3O9K006,7,0.4071,,
2816,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/023.jpg,NEW JERSEY,NJ4LIFE,7,0.4949,,
2817,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/094.jpg,NEW MEXICO,MGU3019,7,0.4531,,
2818,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/075.jpg,NORTH DAKOTA,NDT1471,7,0.6349,,
2819,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/083.jpg,OKLAHOMA,YYF8611,7,0.5638,,
2820,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/054.jpg,OREGON,ZBZ8264,7,0.4553,,
2821,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/031.jpg,RHODE ISLAND,OZZ3222,7,0.4442,,
2822,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/128.jpg,SOUTH CAROLINA,PS98780,7,0.6455,,
2823,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/049.jpg,SOUTH DAKOTA,2G22568,7,0.51,,
2824,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/021.jpg,UTAH,WHO27ED,7,0.4566,,
2825,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VERMONT/136.jpg,VERMONT,AAL2000,7,0.3948,,
2826,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALABAMA/089.jpg,ALABAMA,IID7817,7,0.5178,,
2827,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/015.jpg,AMERICAN SAMOA,XTO1757,7,0.2886,,
2828,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/54.jpg,CNMI,OQR4908,7,0.3353,,
2829,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/119.jpg,GUAM,ABB7723,7,0.6056,,
2830,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/105.jpg,HAWAI,QBB9000,7,0.554,,
2831,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/085.jpg,MISSIPPI,1FJP777,7,0.4838,,
2832,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/030.jpg,PUERTO RICO,JWO4415,7,0.545,,
2833,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/006.jpg,U S VIRGIN ISLANDS,TZZ4967,7,0.6707,,
2834,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/134.jpg,WASHINGTON DC,CPB6533,7,0.4579,,
2835,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/061.jpg,WYOMING,QZA1071,7,0.3727,,
2836,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/022.jpg,ARIZONA,AZZ0703,7,0.5244,,
2837,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/077.jpg,CALIFORNIA,6PN1833,7,0.5238,,
2838,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/100.jpg,CONNECTICUT,5A655C8,7,0.4333,,
2839,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/048.jpg,GEORGIA,QEI4137,7,0.6173,,
2840,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/052.jpg,IDAHO,F6L482M,7,0.5313,,
2841,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/002.jpg,ILLINOIS,3SM3F11,7,0.5056,,
2842,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KANSAS/080.jpg,KANSAS,APO2600,7,0.4663,,
2843,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/072.jpg,MARYLAND,PZ93858,7,0.5339,,
2844,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/MICHIGAN/4.jpg,MICHIGAN,ALU0006,7,0.523,,
2845,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/058.jpg,MONTANA,LBA1068,7,0.4801,,
2846,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/136.jpg,NEW HAMPSHIRE,37T6283,7,0.449,,
2847,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/114.jpg,NEW YORK,ALMITY1,7,0.4892,,
2848,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/109.jpg,NORTH CAROLINA,ASJ9009,7,0.6397,,
2849,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/OHIO/3.jpg,OHIO,OMA4444,7,0.4987,,
2850,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/027.jpg,PENNSYLVANIA,AIZ7000,7,0.542,,
2851,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/054.jpg,TENNESSEE,AA80591,7,0.5862,,
2852,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/025.jpg,TEXAS,CFBD984,7,0.6106,,
2853,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/087.jpg,VIRGINIA,ILS0884,7,0.5601,,
2854,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/163.jpg,WASHINGTON,G7S011C,7,0.5392,,
2855,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WEST VIRGINIA/118.jpg,WEST VIRGINIA,JS33799,7,0.5362,,
2856,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/112.jpg,WISCONSIN,JAI0I75,7,0.4822,,
2857,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/037.jpg,ALASKA,AJF8593,7,0.567,,
2858,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/166.jpg,ARKANSAS,9AG141H,7,0.4628,,
2859,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/COLORADO/081.jpg,COLORADO,1O98FGC,7,0.4836,,
2860,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/054.jpg,DELAWARE,CSI5899,7,0.3902,,
2861,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/004.jpg,FLORIDA,A344A10,7,0.4653,,
2862,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/034.jpg,INDIANA,PPA26L0,7,0.5184,,
2863,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/055.jpg,IOWA,OZB0845,7,0.5031,,
2864,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/095.jpg,KENTUCKY,3AG1499,7,0.4293,,
2865,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/080.jpg,LOUISIANA,WRFF575,7,0.5363,,
2866,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/116.jpg,MAINE,OZA6530,7,0.4296,,
2867,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/004.jpg,MASSACHUSETTS,BZEJ177,7,0.4281,,
2868,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/005.jpg,MINNESOTA,IIS7JCV,7,0.5013,,
2869,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/061.jpg,MISSOURI,MAZ8470,7,0.5052,,
2870,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/039.jpg,NEBRASKA,57AA614,7,0.5264,,
2871,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/040.jpg,NEVADA,MXL5VG6,7,0.4045,,
2872,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/085.jpg,NEW JERSEY,MPA8206,7,0.4926,,
2873,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/126.jpg,NEW MEXICO,KWH8118,7,0.451,,
2874,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/020.jpg,NORTH DAKOTA,37G0600,7,0.6334,,
2875,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/070.jpg,OKLAHOMA,MNC0I22,7,0.555,,
2876,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/013.jpg,OREGON,OBZA11T,7,0.4462,,
2877,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/027.jpg,RHODE ISLAND,T9Z5449,7,0.4354,,
2878,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/071.jpg,SOUTH CAROLINA,D3Z0403,7,0.6413,,
2879,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/010.jpg,SOUTH DAKOTA,6SF2774,7,0.5081,,
2880,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/056.jpg,UTAH,DI9800M,7,0.4563,,
2881,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VERMONT/119.jpg,VERMONT,AKI0822,7,0.3887,,
2882,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/ALABAMA/4.jpg,ALABAMA,AOBK659,7,0.5154,,
2883,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/005.jpg,AMERICAN SAMOA,ZO95412,7,0.2869,,
2884,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/14.jpg,CNMI,IAZ1494,7,0.3247,,
2885,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/160.jpg,GUAM,MDD1001,7,0.6022,,
2886,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/010.jpg,HAWAI,PXE8866,7,0.5378,,
2887,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/016.jpg,MISSIPPI,KBB8281,7,0.4837,,
2888,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/111.jpg,PUERTO RICO,1GG9300,7,0.5222,,
2889,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/085.jpg,U S VIRGIN ISLANDS,CPZ9006,7,0.6662,,
2890,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/093.jpg,WASHINGTON DC,FTN1L11,7,0.4532,,
2891,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/066.jpg,WYOMING,OCE9298,7,0.3702,,
2892,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/021.jpg,ARIZONA,PRO9017,7,0.5157,,
2893,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/029.jpg,CALIFORNIA,ZGA1I23,7,0.5143,,
2894,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/121.jpg,CONNECTICUT,TZS9442,7,0.4315,,
2895,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/057.jpg,GEORGIA,IZ3EACH,7,0.6028,,
2896,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/027.jpg,IDAHO,AAGAA64,7,0.5215,,
2897,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/103.jpg,ILLINOIS,IMA8E49,7,0.5035,,
2898,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KANSAS/107.jpg,KANSAS,BTI1772,7,0.4653,,
2899,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/101.jpg,MARYLAND,DPS3314,7,0.5313,,
2900,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/053.jpg,MICHIGAN,XRR3096,7,0.5176,,
2901,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/019.jpg,MONTANA,ADH3188,7,0.4776,,
2902,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/095.jpg,NEW HAMPSHIRE,IZ39676,7,0.4472,,
2903,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/052.jpg,NEW YORK,ZSO5A17,7,0.4787,,
2904,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/032.jpg,NORTH CAROLINA,ADI4473,7,0.6349,,
2905,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/038.jpg,OHIO,VKA3988,7,0.4971,,
2906,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/PENNSYLVANIA/4.jpg,PENNSYLVANIA,VUI1566,7,0.5372,,
2907,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/089.jpg,TENNESSEE,BB41XRZ,7,0.5844,,
2908,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/151.jpg,TEXAS,BBP386F,7,0.6086,,
2909,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/005.jpg,VIRGINIA,WVL1840,7,0.5571,,
2910,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/044.jpg,WASHINGTON,SAG5331,7,0.5324,,
2911,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WEST VIRGINIA/074.jpg,WEST VIRGINIA,SJI2984,7,0.5295,,
2912,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/052.jpg,WISCONSIN,IZO977A,7,0.4781,,
2913,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/121.jpg,ALASKA,EUN9560,7,0.5613,,
2914,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/027.jpg,ARKANSAS,6B381FA,7,0.4622,,
2915,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/COLORADO/5.jpg,COLORADO,BGQ1860,7,0.4825,,
2916,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/040.jpg,DELAWARE,2AM9077,7,0.3853,,
2917,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/091.jpg,FLORIDA,Y9G41IX,7,0.4602,,
2918,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/048.jpg,INDIANA,ALL0116,7,0.515,,
2919,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/022.jpg,IOWA,HOG6900,7,0.4984,,
2920,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/138.jpg,KENTUCKY,MR99992,7,0.4246,,
2921,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/117.jpg,LOUISIANA,I9AI539,7,0.5197,,
2922,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/105.jpg,MAINE,7AI5000,7,0.4264,,
2923,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/018.jpg,MASSACHUSETTS,ISZJK08,7,0.421,,
2924,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/025.jpg,MINNESOTA,BEANER2,7,0.5011,,
2925,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/062.jpg,MISSOURI,FLI9197,7,0.5017,,
2926,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/140.jpg,NEBRASKA,ZOI1716,7,0.5214,,
2927,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/025.jpg,NEVADA,MZO4992,7,0.404,,
2928,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/040.jpg,NEW JERSEY,B9O1881,7,0.4897,,
2929,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/015.jpg,NEW MEXICO,XRS8558,7,0.4482,,
2930,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/072.jpg,NORTH DAKOTA,OHP4EVR,7,0.6332,,
2931,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/110.jpg,OKLAHOMA,OOI1366,7,0.5427,,
2932,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/020.jpg,OREGON,JQX3651,7,0.4436,,
2933,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/115.jpg,RHODE ISLAND,BGO7009,7,0.4327,,
2934,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/084.jpg,SOUTH CAROLINA,D394507,7,0.6397,,
2935,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/SOUTH DAKOTA/3.jpg,SOUTH DAKOTA,MJO0012,7,0.5007,,
2936,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/141.jpg,UTAH,A6Z441L,7,0.4529,,
2937,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VERMONT/077.jpg,VERMONT,JOZ4814,7,0.3863,,
2938,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALABAMA/122.jpg,ALABAMA,GTI5GRT,7,0.5103,,
2939,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/098.jpg,AMERICAN SAMOA,XZD2110,7,0.2857,,
2940,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/45.jpg,CNMI,MOG0062,7,0.3213,,
2941,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/129.jpg,GUAM,ACT0071,7,0.5985,,
2942,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/110.jpg,HAWAI,TTO2400,7,0.5361,,
2943,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/088.jpg,MISSIPPI,HOW011I,7,0.4832,,
2944,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/073.jpg,PUERTO RICO,GTP9863,7,0.5096,,
2945,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/031.jpg,U S VIRGIN ISLANDS,CAR5114,7,0.6613,,
2946,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/129.jpg,WASHINGTON DC,CAQ0009,7,0.4401,,
2947,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/082.jpg,WYOMING,GRI7242,7,0.3673,,
2948,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/007.jpg,ARIZONA,HIO0079,7,0.5063,,
2949,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/091.jpg,CALIFORNIA,CZX3556,7,0.5133,,
2950,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/026.jpg,CONNECTICUT,EA35405,7,0.4228,,
2951,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/050.jpg,GEORGIA,JII3307,7,0.6003,,
2952,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/006.jpg,IDAHO,QPD2444,7,0.5172,,
2953,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/081.jpg,ILLINOIS,GRD0D10,7,0.4999,,
2954,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KANSAS/119.jpg,KANSAS,RTZ2981,7,0.459,,
2955,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/156.jpg,MARYLAND,56O04EA,7,0.5282,,
2956,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/005.jpg,MICHIGAN,REP0082,7,0.5164,,
2957,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/059.jpg,MONTANA,3OO8588,7,0.4773,,
2958,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/022.jpg,NEW HAMPSHIRE,USA40GE,7,0.4466,,
2959,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/093.jpg,NEW YORK,TTB9100,7,0.4645,,
2960,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/098.jpg,NORTH CAROLINA,KXF3993,7,0.5889,,
2961,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/043.jpg,OHIO,I9O801A,7,0.49,,
2962,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/119.jpg,PENNSYLVANIA,SIA4955,7,0.5149,,
2963,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/094.jpg,TENNESSEE,MRS986W,7,0.5701,,
2964,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/TEXAS/2.jpg,TEXAS,GQB0188,7,0.6074,,
2965,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/138.jpg,VIRGINIA,VTI2992,7,0.5498,,
2966,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/144.jpg,WASHINGTON,GOZ310G,7,0.5244,,
2967,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WEST VIRGINIA/016.jpg,WEST VIRGINIA,2WP9411,7,0.5183,,
2968,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/010.jpg,WISCONSIN,E226777,7,0.4737,,
2969,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/091.jpg,ALASKA,FUO7780,7,0.5578,,
2970,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/152.jpg,ARKANSAS,GOD6010,7,0.4587,,
2971,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/COLORADO/118.jpg,COLORADO,OTA7771,7,0.4607,,
2972,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/127.jpg,DELAWARE,AMD2501,7,0.3848,,
2973,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/FLORIDA/4.jpg,FLORIDA,IOW3522,7,0.4576,,
2974,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/138.jpg,INDIANA,QRQ7004,7,0.514,,
2975,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/066.jpg,IOWA,A7G8077,7,0.4976,,
2976,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/071.jpg,KENTUCKY,BSZ8311,7,0.4233,,
2977,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/055.jpg,LOUISIANA,ZIG3002,7,0.5178,,
2978,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/084.jpg,MAINE,TTO677C,7,0.4247,,
2979,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/MASSACHUSETTS/4.jpg,MASSACHUSETTS,BIG1831,7,0.4206,,
2980,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/006.jpg,MINNESOTA,3A77X0L,7,0.5005,,
2981,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/073.jpg,MISSOURI,3UY8862,7,0.4896,,
2982,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/017.jpg,NEBRASKA,ZJL9290,7,0.5107,,
2983,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/128.jpg,NEVADA,BXW0001,7,0.3977,,
2984,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/050.jpg,NEW JERSEY,ZSB9941,7,0.4866,,
2985,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/005.jpg,NEW MEXICO,JJB8566,7,0.4412,,
2986,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/059.jpg,NORTH DAKOTA,73IAA1K,7,0.633,,
2987,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/049.jpg,OKLAHOMA,GGI0988,7,0.5369,,
2988,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/OREGON/1.jpg,OREGON,PI75988,7,0.4366,,
2989,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/016.jpg,RHODE ISLAND,S7O1844,7,0.4283,,
